fid,Fecha,Class,Foto,Lon,Lat,type,villages
"1",2021/08/08,Vegetation,DCIM/cobertura_20210808093048755.jpg,-73.3365,-3.8655,cobertura,PENA NEGRA
"2",2021/08/08,Vegetation,DCIM/cobertura_20210808093302872.jpg,-73.3358,-3.8661,cobertura,PENA NEGRA
"3",2021/08/08,Vegetation,DCIM/cobertura_20210808093931649.jpg,-73.3365,-3.8649,cobertura,PENA NEGRA
"4",2021/08/08,Water bodies,DCIM/cobertura_20210808095521246.jpg,-73.3423,-3.866,cobertura,PENA NEGRA
"5",2021/08/08,Vegetation,DCIM/cobertura_20210808100032167.jpg,-73.3429,-3.8672,cobertura,PENA NEGRA
"6",2021/08/08,Vegetation,DCIM/cobertura_20210808100631336.jpg,-73.3422,-3.8686,cobertura,PENA NEGRA
"7",2021/08/08,Vegetation,DCIM/cobertura_20210808101102433.jpg,-73.3426,-3.8668,cobertura,PENA NEGRA
"8",2021/08/08,Vegetation,DCIM/JPEG_20210808143512640.jpg,-73.337,-3.8614,cobertura,PENA NEGRA
"9",2021/08/08,Road,DCIM/JPEG_20210808143717050.jpg,-73.3374,-3.8616,cobertura,PENA NEGRA
"10",2021/08/08,Vegetation,DCIM/JPEG_20210808144556113.jpg,-73.3377,-3.8617,cobertura,PENA NEGRA
"11",2021/08/08,Roofing material,DCIM/JPEG_20210808145215776.jpg,-73.3377,-3.8625,cobertura,PENA NEGRA
"12",2021/08/08,Vegetation,DCIM/JPEG_20210808145727354.jpg,-73.3372,-3.8621,cobertura,PENA NEGRA
"13",2021/08/08,Roofing material,DCIM/JPEG_20210808145847840.jpg,-73.3372,-3.8635,cobertura,PENA NEGRA
"14",2021/08/08,Vegetation,DCIM/JPEG_20210808150111679.jpg,-73.3369,-3.8622,cobertura,PENA NEGRA
"15",2021/08/08,Water bodies,DCIM/JPEG_20210808160834155.jpg,-73.3423,-3.8737,cobertura,SAN CIRILO
"16",2021/08/08,Vegetation,DCIM/JPEG_20210808161055289.jpg,-73.3429,-3.8734,cobertura,SAN CIRILO
"17",2021/08/08,Vegetation,DCIM/JPEG_20210808162654750.jpg,-73.3357,-3.8746,cobertura,PENA NEGRA
"18",2021/08/08,Vegetation,DCIM/JPEG_20210808164113200.jpg,-73.3359,-3.8687,cobertura,PENA NEGRA
"19",2021/08/08,Vegetation,DCIM/JPEG_20210808164214803.jpg,-73.3348,-3.8704,cobertura,PENA NEGRA
"20",2021/08/08,Road,DCIM/JPEG_20210808143310112.jpg,-73.3372,-3.8622,cobertura,PENA NEGRA
"21",2021/08/08,Vegetation,DCIM/JPEG_20210808160515994.jpg,-73.3423,-3.8731,cobertura,SAN CIRILO
"22",2021/08/08,Vegetation,DCIM/JPEG_20210808162654780.jpg,-73.336,-3.8749,cobertura,PENA NEGRA
"23",2021/08/07,Roofing material,DCIM/JPEG_20210807163906911.jpg,-73.3518,-3.8943,cobertura,VARILLAL
"24",2021/08/07,Roofing material,DCIM/JPEG_20210807165333941.jpg,-73.3512,-3.8948,cobertura,VARILLAL
"25",2021/08/07,Road,DCIM/JPEG_20210807165731734.jpg,-73.3514,-3.8956,cobertura,VARILLAL
"26",2021/08/07,Roofing material,DCIM/JPEG_20210807172149635.jpg,-73.3508,-3.8967,cobertura,VARILLAL
"27",2021/08/07,Vegetation,DCIM/JPEG_20210807172502529.jpg,-73.3503,-3.8958,cobertura,VARILLAL
"28",2021/08/07,Water bodies,DCIM/JPEG_20210807172744065.jpg,-73.3506,-3.8971,cobertura,VARILLAL
"29",2021/08/07,Vegetation,DCIM/JPEG_20210807173111583.jpg,-73.3513,-3.8956,cobertura,VARILLAL
"30",2021/08/07,Roofing material,DCIM/JPEG_20210807173315058.jpg,-73.3519,-3.8956,cobertura,VARILLAL
"31",2021/08/07,Vegetation,DCIM/JPEG_20210807173437621.jpg,-73.3518,-3.8962,cobertura,VARILLAL
"32",2021/08/07,Road,DCIM/JPEG_20210807173757882.jpg,-73.3526,-3.8979,cobertura,VARILLAL
"33",2021/08/07,Roofing material,DCIM/JPEG_20210807195918536.jpg,-73.3543,-3.8985,cobertura,VARILLAL
"34",2021/08/07,Water bodies,DCIM/JPEG_20210807200507523.jpg,-73.3548,-3.8986,cobertura,VARILLAL
"35",2021/08/07,Roofing material,DCIM/JPEG_20210807201242424.jpg,-73.3547,-3.8998,cobertura,VARILLAL
"36",2021/08/07,Vegetation,DCIM/JPEG_20210807201714035.jpg,-73.3549,-3.8985,cobertura,VARILLAL
"37",2021/08/07,Vegetation,DCIM/JPEG_20210807203906910.jpg,-73.3526,-3.9079,cobertura,VARILLAL
"38",2021/08/07,Road,DCIM/JPEG_20210807204515271.jpg,-73.3558,-3.9034,cobertura,VARILLAL
"39",2021/08/07,Vegetation,DCIM/JPEG_20210807204554010.jpg,-73.3568,-3.9025,cobertura,VARILLAL
"40",2021/08/07,Vegetation,DCIM/JPEG_20210807204640276.jpg,-73.3581,-3.9009,cobertura,VARILLAL
"41",2021/08/07,Vegetation,DCIM/JPEG_20210807204935980.jpg,-73.3514,-3.9024,cobertura,VARILLAL
"42",2021/08/10,Vegetation,DCIM/JPEG_20210810203922829.jpg,-73.3515,-3.8992,cobertura,VARILLAL
"43",2021/08/10,Vegetation,DCIM/JPEG_20210810204804237.jpg,-73.3505,-3.8985,cobertura,VARILLAL
"44",2021/08/10,Vegetation,DCIM/JPEG_20210810205222556.jpg,-73.3533,-3.8957,cobertura,VARILLAL
"45",2021/08/10,Road,DCIM/JPEG_20210810201512793.jpg,-73.3542,-3.8967,cobertura,VARILLAL
"46",2021/08/10,Vegetation,DCIM/JPEG_20210810210827453.jpg,-73.3523,-3.8983,cobertura,VARILLAL
"47",2021/08/10,Water bodies,DCIM/JPEG_20210810211317911.jpg,-73.3528,-3.8997,cobertura,VARILLAL
"48",2021/08/10,Vegetation,DCIM/JPEG_20210810211838862.jpg,-73.3534,-3.9003,cobertura,VARILLAL
"49",2021/08/10,Vegetation,DCIM/JPEG_20210810211956923.jpg,-73.3538,-3.9004,cobertura,VARILLAL
"50",2021/08/10,Vegetation,DCIM/JPEG_20210810212140226.jpg,-73.3544,-3.9005,cobertura,VARILLAL
"51",2021/08/10,Vegetation,DCIM/JPEG_20210810213045971.jpg,-73.3548,-3.898,cobertura,VARILLAL
"52",2021/08/10,Vegetation,DCIM/JPEG_20210810213224058.jpg,-73.3548,-3.8971,cobertura,VARILLAL
"53",2021/08/10,Vegetation,DCIM/JPEG_20210810213454407.jpg,-73.3542,-3.8975,cobertura,VARILLAL
"54",2021/08/11,Road,DCIM/JPEG_20210811142720988.jpg,-73.3935,-3.9343,cobertura,SAN JOSE
"55",2021/08/11,Vegetation,DCIM/JPEG_20210811142929170.jpg,-73.3929,-3.9336,cobertura,SAN JOSE
"56",2021/08/11,Vegetation,DCIM/JPEG_20210811144155852.jpg,-73.3911,-3.9355,cobertura,SAN JOSE
"57",2021/08/11,Water bodies,DCIM/JPEG_20210811144512608.jpg,-73.3918,-3.9364,cobertura,SAN JOSE
"58",2021/08/11,Vegetation,DCIM/JPEG_20210811144608330.jpg,-73.3927,-3.9357,cobertura,SAN JOSE
"59",2021/08/11,Road,DCIM/JPEG_20210811144655301.jpg,-73.3931,-3.9369,cobertura,SAN JOSE
"60",2021/08/11,Vegetation,DCIM/JPEG_20210811145009682.jpg,-73.3898,-3.9349,cobertura,SAN JOSE
"61",2021/08/11,Roofing material,DCIM/JPEG_20210811185739858.jpg,-73.3428,-3.8402,cobertura,LOS DELFINES
"62",2021/08/11,Water bodies,DCIM/JPEG_20210811190639827.jpg,-73.3419,-3.8408,cobertura,LOS DELFINES
"63",2021/08/11,Vegetation,DCIM/JPEG_20210811191143284.jpg,-73.3408,-3.8394,cobertura,LOS DELFINES
"64",2021/08/11,Road,DCIM/JPEG_20210811191605771.jpg,-73.3398,-3.84,cobertura,LOS DELFINES
"65",2021/08/11,Road,DCIM/JPEG_20210811192202652.jpg,-73.3412,-3.8416,cobertura,LOS DELFINES
"66",2021/08/11,Road,DCIM/JPEG_20210811192233228.jpg,-73.3405,-3.8416,cobertura,LOS DELFINES
"67",2021/08/11,Vegetation,DCIM/JPEG_20210811192428599.jpg,-73.3398,-3.8416,cobertura,LOS DELFINES
"68",2021/08/11,Road,DCIM/JPEG_20210811192758249.jpg,-73.3391,-3.8424,cobertura,LOS DELFINES
"69",2021/08/11,Roofing material,DCIM/JPEG_20210811192902438.jpg,-73.3386,-3.841,cobertura,LOS DELFINES
"70",2021/08/11,Roofing material,DCIM/JPEG_20210811143156690.jpg,-73.3929,-3.9314,cobertura,SAN JOSE
"71",2021/08/11,Vegetation,DCIM/JPEG_20210811144257536.jpg,-73.395,-3.9323,cobertura,SAN JOSE
"72",2021/08/11,Vegetation,DCIM/JPEG_20210811144527645.jpg,-73.3949,-3.9329,cobertura,SAN JOSE
"73",2021/08/11,Road,DCIM/JPEG_20210811185800370.jpg,-73.3422,-3.8395,cobertura,LOS DELFINES
"74",2021/08/11,Roofing material,DCIM/JPEG_20210811190353382.jpg,-73.3438,-3.8403,cobertura,LOS DELFINES
"75",2021/08/11,Vegetation,DCIM/JPEG_20210811190724947.jpg,-73.3437,-3.8404,cobertura,LOS DELFINES
"76",2021/08/11,Roofing material,DCIM/JPEG_20210811191431340.jpg,-73.3437,-3.8409,cobertura,LOS DELFINES
"77",2021/08/11,Vegetation,DCIM/JPEG_20210811191720127.jpg,-73.3428,-3.842,cobertura,LOS DELFINES
"78",2021/08/11,Water bodies,DCIM/JPEG_20210811192151773.jpg,-73.3422,-3.8412,cobertura,LOS DELFINES
"79",2021/08/11,Road,DCIM/JPEG_20210811192424252.jpg,-73.3418,-3.8422,cobertura,LOS DELFINES
"80",2021/08/11,Vegetation,DCIM/JPEG_20210811192541984.jpg,-73.3425,-3.8427,cobertura,LOS DELFINES
"81",2021/08/11,Vegetation,DCIM/JPEG_20210811192857479.jpg,-73.3419,-3.843,cobertura,LOS DELFINES
"82",2021/08/11,Road,DCIM/JPEG_20210811193217595.jpg,-73.3411,-3.8441,cobertura,LOS DELFINES
"83",2021/08/11,Roofing material,DCIM/JPEG_20210811193511964.jpg,-73.3405,-3.8447,cobertura,LOS DELFINES
"84",2021/08/11,Road,DCIM/JPEG_20210811193627987.jpg,-73.3406,-3.8452,cobertura,LOS DELFINES
"85",2021/08/11,Roofing material,DCIM/JPEG_20210811142826471.jpg,-73.3916,-3.9314,cobertura,SAN JOSE
"86",2021/08/11,Roofing material,DCIM/JPEG_20210811143254172.jpg,-73.3932,-3.9307,cobertura,SAN JOSE
"87",2021/08/11,Roofing material,DCIM/JPEG_20210811143846532.jpg,-73.3945,-3.9293,cobertura,SAN JOSE
"88",2021/08/11,Vegetation,DCIM/JPEG_20210811144323962.jpg,-73.3939,-3.9285,cobertura,SAN JOSE
"89",2021/08/11,Vegetation,DCIM/JPEG_20210811150452710.jpg,-73.3904,-3.9321,cobertura,SAN JOSE
"90",2021/08/11,Roofing material,DCIM/JPEG_20210811190335397.jpg,-73.3443,-3.838,cobertura,LOS DELFINES
"91",2021/08/11,Road,DCIM/JPEG_20210811190554159.jpg,-73.3435,-3.8377,cobertura,LOS DELFINES
"92",2021/08/11,Vegetation,DCIM/JPEG_20210811191641424.jpg,-73.3419,-3.8397,cobertura,LOS DELFINES
"93",2021/08/11,Roofing material,DCIM/JPEG_20210811192214237.jpg,-73.3426,-3.8402,cobertura,LOS DELFINES
"94",2021/08/11,Vegetation,DCIM/JPEG_20210811193105203.jpg,-73.3429,-3.8419,cobertura,LOS DELFINES
"95",2021/08/11,Road,DCIM/JPEG_20210811193627184.jpg,-73.3441,-3.8404,cobertura,LOS DELFINES
"96",2021/08/12,Roofing material,DCIM/JPEG_20210812140645219.jpg,-73.3381,-3.8639,cobertura,PENA NEGRA
"97",2021/08/12,Road,DCIM/JPEG_20210812140747541.jpg,-73.3385,-3.8638,cobertura,PENA NEGRA
"98",2021/08/12,Vegetation,DCIM/JPEG_20210812140846706.jpg,-73.3397,-3.8634,cobertura,PENA NEGRA
"99",2021/08/12,Roofing material,DCIM/JPEG_20210812141501374.jpg,-73.3393,-3.8648,cobertura,PENA NEGRA
"100",2021/08/12,Road,DCIM/JPEG_20210812141554923.jpg,-73.3394,-3.8646,cobertura,PENA NEGRA
"101",2021/08/12,Water bodies,DCIM/JPEG_20210812194911076.jpg,-73.3298,-3.8239,cobertura,QUISTOCOCHA
"102",2021/08/12,Vegetation,DCIM/JPEG_20210812195607996.jpg,-73.3289,-3.8229,cobertura,QUISTOCOCHA
"103",2021/08/12,Vegetation,DCIM/JPEG_20210812200331919.jpg,-73.3284,-3.8221,cobertura,QUISTOCOCHA
"104",2021/08/12,Road,DCIM/JPEG_20210812202316658.jpg,-73.3276,-3.8221,cobertura,QUISTOCOCHA
"105",2021/08/12,Road,DCIM/JPEG_20210812141208653.jpg,-73.3379,-3.8628,cobertura,PENA NEGRA
"106",2021/08/12,Vegetation,DCIM/JPEG_20210812164911211.jpg,-73.338,-3.8636,cobertura,PENA NEGRA
"107",2021/08/12,Vegetation,DCIM/JPEG_20210812165410120.jpg,-73.3377,-3.8633,cobertura,PENA NEGRA
"108",2021/08/12,Road,DCIM/JPEG_20210812165908430.jpg,-73.3377,-3.8615,cobertura,PENA NEGRA
"109",2021/08/12,Roofing material,DCIM/JPEG_20210812165952558.jpg,-73.3374,-3.8615,cobertura,PENA NEGRA
"110",2021/08/12,Vegetation,DCIM/JPEG_20210812170236237.jpg,-73.3359,-3.8619,cobertura,PENA NEGRA
"111",2021/08/12,Road,DCIM/JPEG_20210812170305191.jpg,-73.337,-3.8622,cobertura,PENA NEGRA
"112",2021/08/12,Vegetation,DCIM/JPEG_20210812170503036.jpg,-73.3369,-3.8623,cobertura,PENA NEGRA
"113",2021/08/12,Roofing material,DCIM/JPEG_20210812170730288.jpg,-73.3364,-3.8635,cobertura,PENA NEGRA
"114",2021/08/12,Vegetation,DCIM/JPEG_20210812171556901.jpg,-73.338,-3.8663,cobertura,PENA NEGRA
"115",2021/08/12,Road,DCIM/JPEG_20210812172134438.jpg,-73.339,-3.8655,cobertura,PENA NEGRA
"116",2021/08/12,Road,DCIM/JPEG_20210812172255024.jpg,-73.3386,-3.8651,cobertura,PENA NEGRA
"117",2021/08/12,Roofing material,DCIM/JPEG_20210812172524317.jpg,-73.3386,-3.8644,cobertura,PENA NEGRA
"118",2021/08/12,Vegetation,DCIM/JPEG_20210812173138083.jpg,-73.3396,-3.8636,cobertura,PENA NEGRA
"119",2021/08/12,Roofing material,DCIM/JPEG_20210812194548344.jpg,-73.329,-3.8255,cobertura,QUISTOCOCHA
"120",2021/08/12,Road,DCIM/JPEG_20210812195027407.jpg,-73.3294,-3.8264,cobertura,QUISTOCOCHA
"121",2021/08/12,Roofing material,DCIM/JPEG_20210812195536077.jpg,-73.329,-3.827,cobertura,QUISTOCOCHA
"122",2021/08/12,Road,DCIM/JPEG_20210812200126296.jpg,-73.328,-3.8271,cobertura,QUISTOCOCHA
"123",2021/08/12,Road,DCIM/JPEG_20210812200936987.jpg,-73.3302,-3.8279,cobertura,QUISTOCOCHA
"124",2021/08/12,Vegetation,DCIM/JPEG_20210812201321631.jpg,-73.3312,-3.8276,cobertura,QUISTOCOCHA
"125",2021/08/12,Vegetation,DCIM/JPEG_20210812201644720.jpg,-73.3308,-3.8265,cobertura,QUISTOCOCHA
"126",2021/08/12,Roofing material,DCIM/JPEG_20210812202423069.jpg,-73.3293,-3.8251,cobertura,QUISTOCOCHA
"127",2021/08/12,Road,DCIM/JPEG_20210812202905635.jpg,-73.3283,-3.825,cobertura,QUISTOCOCHA
"128",2021/08/13,Vegetation,DCIM/JPEG_20210813130540182.jpg,-73.3474,-3.8739,cobertura,SAN CIRILO
"129",2021/08/13,Vegetation,DCIM/JPEG_20210813130952177.jpg,-73.3465,-3.8727,cobertura,SAN CIRILO
"130",2021/08/13,Vegetation,DCIM/JPEG_20210813131215016.jpg,-73.3464,-3.8719,cobertura,SAN CIRILO
"131",2021/08/13,Vegetation,DCIM/JPEG_20210813132235080.jpg,-73.3473,-3.8701,cobertura,SAN CIRILO
"132",2021/08/13,Vegetation,DCIM/JPEG_20210813132453259.jpg,-73.3479,-3.8696,cobertura,SAN CIRILO
"133",2021/08/13,Vegetation,DCIM/JPEG_20210813132803233.jpg,-73.348,-3.87,cobertura,SAN CIRILO
"134",2021/08/13,Vegetation,DCIM/JPEG_20210813133200041.jpg,-73.3479,-3.8713,cobertura,SAN CIRILO
"135",2021/08/13,Vegetation,DCIM/JPEG_20210813133827423.jpg,-73.3482,-3.8723,cobertura,SAN CIRILO
"136",2021/08/13,Road,DCIM/JPEG_20210813134434890.jpg,-73.3484,-3.873,cobertura,SAN CIRILO
"137",2021/08/13,Vegetation,DCIM/JPEG_20210813140013164.jpg,-73.347,-3.8775,cobertura,SAN CIRILO
"138",2021/08/13,Vegetation,DCIM/JPEG_20210813140418496.jpg,-73.347,-3.8765,cobertura,SAN CIRILO
"139",2021/08/13,Vegetation,DCIM/JPEG_20210813141023603.jpg,-73.3465,-3.8756,cobertura,SAN CIRILO
"140",2021/08/13,Vegetation,DCIM/JPEG_20210813142639439.jpg,-73.3499,-3.8697,cobertura,SAN CIRILO
"141",2021/08/13,Roofing material,DCIM/JPEG_20210813151939063.jpg,-73.3494,-3.8573,cobertura,UNION PROGRESO
"142",2021/08/13,Water bodies,DCIM/JPEG_20210813152344791.jpg,-73.3502,-3.8571,cobertura,UNION PROGRESO
"143",2021/08/13,Road,DCIM/JPEG_20210813152602185.jpg,-73.3503,-3.8557,cobertura,UNION PROGRESO
"144",2021/08/13,Road,DCIM/JPEG_20210813152826361.jpg,-73.3484,-3.8526,cobertura,UNION PROGRESO
"145",2021/08/13,Road,DCIM/JPEG_20210813154059134.jpg,-73.3547,-3.855,cobertura,UNION PROGRESO
"146",2021/08/13,Water bodies,DCIM/JPEG_20210813154229758.jpg,-73.3545,-3.8551,cobertura,UNION PROGRESO
"147",2021/08/13,Vegetation,DCIM/JPEG_20210813155333750.jpg,-73.3475,-3.8572,cobertura,UNION PROGRESO
"148",2021/08/13,Road,DCIM/JPEG_20210813175450747.jpg,-73.3316,-3.8276,cobertura,QUISTOCOCHA
"149",2021/08/13,Vegetation,DCIM/JPEG_20210813175915674.jpg,-73.3309,-3.8251,cobertura,QUISTOCOCHA
"150",2021/08/13,Roofing material,DCIM/JPEG_20210813180224396.jpg,-73.3299,-3.8258,cobertura,QUISTOCOCHA
"151",2021/08/13,Road,DCIM/JPEG_20210813181319095.jpg,-73.3302,-3.8283,cobertura,QUISTOCOCHA
"152",2021/08/13,Vegetation,DCIM/JPEG_20210813181625326.jpg,-73.3313,-3.8283,cobertura,QUISTOCOCHA
"153",2021/08/13,Road,DCIM/JPEG_20210813182448666.jpg,-73.3291,-3.8274,cobertura,QUISTOCOCHA
"154",2021/08/13,Vegetation,DCIM/JPEG_20210813183033643.jpg,-73.3314,-3.8269,cobertura,QUISTOCOCHA
"155",2021/08/13,Vegetation,DCIM/JPEG_20210813183324854.jpg,-73.3311,-3.8263,cobertura,QUISTOCOCHA
"156",2021/08/13,Vegetation,DCIM/JPEG_20210813184110267.jpg,-73.3321,-3.8249,cobertura,QUISTOCOCHA
"157",2021/08/13,Road,DCIM/JPEG_20210813184217439.jpg,-73.3331,-3.8246,cobertura,QUISTOCOCHA
"158",2021/08/13,Vegetation,DCIM/JPEG_20210813184327092.jpg,-73.334,-3.8242,cobertura,QUISTOCOCHA
"159",2021/08/13,Vegetation,DCIM/JPEG_20210813184640540.jpg,-73.3335,-3.8259,cobertura,QUISTOCOCHA
"160",2021/08/13,Vegetation,DCIM/JPEG_20210813195231578.jpg,-73.3484,-3.8535,cobertura,UNION PROGRESO
"161",2021/08/13,Vegetation,DCIM/JPEG_20210813195533013.jpg,-73.3477,-3.8544,cobertura,UNION PROGRESO
"162",2021/08/13,Road,DCIM/JPEG_20210813195753480.jpg,-73.3479,-3.8545,cobertura,UNION PROGRESO
"163",2021/08/13,Roofing material,DCIM/JPEG_20210813200257655.jpg,-73.3492,-3.8558,cobertura,UNION PROGRESO
"164",2021/08/13,Vegetation,DCIM/JPEG_20210813200438774.jpg,-73.3499,-3.8529,cobertura,UNION PROGRESO
"165",2021/08/13,Vegetation,DCIM/JPEG_20210813201358722.jpg,-73.3509,-3.8535,cobertura,UNION PROGRESO
"166",2021/08/13,Vegetation,DCIM/JPEG_20210813202258571.jpg,-73.3537,-3.8582,cobertura,UNION PROGRESO
"167",2021/08/13,Vegetation,DCIM/JPEG_20210813203051319.jpg,-73.3513,-3.859,cobertura,UNION PROGRESO
"168",2021/08/13,Road,DCIM/JPEG_20210813203129597.jpg,-73.3511,-3.858,cobertura,UNION PROGRESO
"169",2021/08/13,Vegetation,DCIM/JPEG_20210813203320405.jpg,-73.349,-3.8587,cobertura,UNION PROGRESO
"170",2021/08/13,Roofing material,DCIM/JPEG_20210813203458415.jpg,-73.3498,-3.8579,cobertura,UNION PROGRESO
"171",2021/08/13,Road,DCIM/JPEG_20210813203844846.jpg,-73.3469,-3.8585,cobertura,UNION PROGRESO
"172",2021/08/08,Containers,DCIM/JPEG_20210808142925746.jpg,-73.3376,-3.8621,criadero,PENA NEGRA
"173",2021/08/08,Vegetation,DCIM/JPEG_20210808142936263.jpg,-73.3361,-3.8637,criadero,PENA NEGRA
"174",2021/08/08,Containers,DCIM/JPEG_20210808143042261.jpg,-73.3372,-3.8638,criadero,PENA NEGRA
"175",2021/08/08,Containers,DCIM/JPEG_20210808143951764.jpg,-73.3368,-3.8633,criadero,PENA NEGRA
